Country Name,Country Code,Region,IncomeGroup,SpecialNotes,Year,Emission
Serbia,SRB,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",2017,6.74276565
Serbia,SRB,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",2018,6.606418045
Serbia,SRB,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",2019,6.616046939
Sub-Saharan Africa (excluding high income),SSA,,,,2015,0.775524492
Sub-Saharan Africa (excluding high income),SSA,,,,2016,0.76675738
Sub-Saharan Africa (excluding high income),SSA,,,,2017,0.753923338
Sub-Saharan Africa (excluding high income),SSA,,,,2018,0.743056112
Sub-Saharan Africa (excluding high income),SSA,,,,2019,0.743689205
South Sudan,SSD,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2015,0.18384314
South Sudan,SSD,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2016,0.1597043
South Sudan,SSD,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2017,0.139311838
South Sudan,SSD,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2018,0.141218175
South Sudan,SSD,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2019,0.153677683
Sub-Saharan Africa,SSF,,,Sub-Saharan Africa regional aggregate (includes all income levels).,2015,0.77596404
Sub-Saharan Africa,SSF,,,Sub-Saharan Africa regional aggregate (includes all income levels).,2016,0.767253605
Sub-Saharan Africa,SSF,,,Sub-Saharan Africa regional aggregate (includes all income levels).,2017,0.754406827
Sub-Saharan Africa,SSF,,,Sub-Saharan Africa regional aggregate (includes all income levels).,2018,0.743527309
Sub-Saharan Africa,SSF,,,Sub-Saharan Africa regional aggregate (includes all income levels).,2019,0.744174678
Small states,SST,,,Small states (members of the Small States Forum) aggregate.,2015,5.90442342
Small states,SST,,,Small states (members of the Small States Forum) aggregate.,2016,5.844948437
Small states,SST,,,Small states (members of the Small States Forum) aggregate.,2017,5.770363699
Small states,SST,,,Small states (members of the Small States Forum) aggregate.,2018,5.680734332
Small states,SST,,,Small states (members of the Small States Forum) aggregate.,2019,5.629669782
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),2015,0.601687721
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),2016,0.639697646
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),2017,0.676047635
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),2018,0.6634065
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),2019,0.697518721
Suriname,SUR,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2015,4.864648366
Suriname,SUR,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2016,5.222320459
Suriname,SUR,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2017,4.382113265
Suriname,SUR,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2018,3.836892218
Suriname,SUR,Latin America & Caribbean,Upper middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1989-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2019,4.558253785
Slovak Republic,SVK,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2015,5.669455793
Slovak Republic,SVK,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2016,5.80025256
Slovak Republic,SVK,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2017,6.173666031
Slovak Republic,SVK,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2018,6.058635474
Slovak Republic,SVK,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2019,5.698416255
Slovenia,SVN,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2015,6.367726166
Slovenia,SVN,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2016,6.731097778
Slovenia,SVN,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2017,6.833179386
Slovenia,SVN,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2018,6.784338879
Slovenia,SVN,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",2019,6.512209378
Sweden,SWE,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,2015,3.999311639
Sweden,SWE,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,2016,3.908058712
Sweden,SWE,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,2017,3.807034265
Sweden,SWE,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,2018,3.538991742
Sweden,SWE,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,2019,3.405037919
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,2015,0.697439745
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,2016,0.754043535
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,2017,0.791246138
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,2018,0.800863195
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,2019,0.836140045
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,,2015,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,,2016,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,,2017,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,,2018,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,,2019,
Seychelles,SYC,Sub-Saharan Africa,High income,,2015,5.459274778
Seychelles,SYC,Sub-Saharan Africa,High income,,2016,6.126091694
Seychelles,SYC,Sub-Saharan Africa,High income,,2017,6.05156332
Seychelles,SYC,Sub-Saharan Africa,High income,,2018,5.994088416
Seychelles,SYC,Sub-Saharan Africa,High income,,2019,6.248399634
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2015,1.404090869
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2016,1.508110224
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2017,1.716224159
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2018,1.616400069
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 2011-2017. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2019,1.506139442
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,2015,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,2016,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,2017,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,2018,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,2019,
Chad,TCD,Sub-Saharan Africa,Low income,,2015,0.169371768
Chad,TCD,Sub-Saharan Africa,Low income,,2016,0.151768434
Chad,TCD,Sub-Saharan Africa,Low income,,2017,0.143173358
Chad,TCD,Sub-Saharan Africa,Low income,,2018,0.141493648
Chad,TCD,Sub-Saharan Africa,Low income,,2019,0.141093412
East Asia & Pacific (IDA & IBRD countries),TEA,,,East Asia & Pacific (IDA & IBRD countries) aggregate.,2015,5.562552976
East Asia & Pacific (IDA & IBRD countries),TEA,,,East Asia & Pacific (IDA & IBRD countries) aggregate.,2016,5.537206678
East Asia & Pacific (IDA & IBRD countries),TEA,,,East Asia & Pacific (IDA & IBRD countries) aggregate.,2017,5.631732971
East Asia & Pacific (IDA & IBRD countries),TEA,,,East Asia & Pacific (IDA & IBRD countries) aggregate.,2018,5.8591245
East Asia & Pacific (IDA & IBRD countries),TEA,,,East Asia & Pacific (IDA & IBRD countries) aggregate.,2019,5.984391586
Europe & Central Asia (IDA & IBRD countries),TEC,,,Europe & Central Asia (IDA & IBRD countries) aggregate.,2015,6.923321821
Europe & Central Asia (IDA & IBRD countries),TEC,,,Europe & Central Asia (IDA & IBRD countries) aggregate.,2016,6.977847494
Europe & Central Asia (IDA & IBRD countries),TEC,,,Europe & Central Asia (IDA & IBRD countries) aggregate.,2017,7.111788208
Europe & Central Asia (IDA & IBRD countries),TEC,,,Europe & Central Asia (IDA & IBRD countries) aggregate.,2018,7.255104715
Europe & Central Asia (IDA & IBRD countries),TEC,,,Europe & Central Asia (IDA & IBRD countries) aggregate.,2019,7.222042317
Togo,TGO,Sub-Saharan Africa,Low income,,2015,0.249892061
Togo,TGO,Sub-Saharan Africa,Low income,,2016,0.306260273
Togo,TGO,Sub-Saharan Africa,Low income,,2017,0.268884378
Togo,TGO,Sub-Saharan Africa,Low income,,2018,0.292809244
Togo,TGO,Sub-Saharan Africa,Low income,,2019,0.293231207
Thailand,THA,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,2015,3.841982798
Thailand,THA,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,2016,3.79288134
Thailand,THA,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,2017,3.739642995
Thailand,THA,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,2018,3.702372341
Thailand,THA,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,2019,3.836090019
Tajikistan,TJK,Europe & Central Asia,Lower middle income,,2015,0.579605995
Tajikistan,TJK,Europe & Central Asia,Lower middle income,,2016,0.702943087
Tajikistan,TJK,Europe & Central Asia,Lower middle income,,2017,0.829929708
Tajikistan,TJK,Europe & Central Asia,Lower middle income,,2018,0.953757415
Tajikistan,TJK,Europe & Central Asia,Lower middle income,,2019,1.010618692
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,,2015,13.18890729
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,,2016,12.9521708
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,,2017,12.6995887
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,,2018,12.48525493
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,,2019,12.26335409
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,Latin America & the Caribbean (IDA & IBRD countries) aggregate.,2015,2.832771755
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,Latin America & the Caribbean (IDA & IBRD countries) aggregate.,2016,2.73694434
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,Latin America & the Caribbean (IDA & IBRD countries) aggregate.,2017,2.676781053
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,Latin America & the Caribbean (IDA & IBRD countries) aggregate.,2018,2.585136812
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,Latin America & the Caribbean (IDA & IBRD countries) aggregate.,2019,2.533898729
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,,2015,0.434675741
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,,2016,0.492090082
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,,2017,0.490645572
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,,2018,0.481082052
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,,2019,0.479460533
Middle East & North Africa (IDA & IBRD countries),TMN,,,Middle East & North Africa (IDA & IBRD countries) aggregate.,2015,3.749512116
Middle East & North Africa (IDA & IBRD countries),TMN,,,Middle East & North Africa (IDA & IBRD countries) aggregate.,2016,3.734898718
Middle East & North Africa (IDA & IBRD countries),TMN,,,Middle East & North Africa (IDA & IBRD countries) aggregate.,2017,3.831822164
Middle East & North Africa (IDA & IBRD countries),TMN,,,Middle East & North Africa (IDA & IBRD countries) aggregate.,2018,3.846811654
Middle East & North Africa (IDA & IBRD countries),TMN,,,Middle East & North Africa (IDA & IBRD countries) aggregate.,2019,3.828737249
Tonga,TON,East Asia & Pacific,Upper middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2015,1.190712416
Tonga,TON,East Asia & Pacific,Upper middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2016,1.483048812
Tonga,TON,East Asia & Pacific,Upper middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2017,1.764671351
Tonga,TON,East Asia & Pacific,Upper middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2018,1.550402586
Tonga,TON,East Asia & Pacific,Upper middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",2019,1.531144401
South Asia (IDA & IBRD),TSA,,,South Asia (IDA & IBRD countries) aggregate.,2015,1.389022705
South Asia (IDA & IBRD),TSA,,,South Asia (IDA & IBRD countries) aggregate.,2016,1.406440652
South Asia (IDA & IBRD),TSA,,,South Asia (IDA & IBRD countries) aggregate.,2017,1.473620793
South Asia (IDA & IBRD),TSA,,,South Asia (IDA & IBRD countries) aggregate.,2018,1.525962286
South Asia (IDA & IBRD),TSA,,,South Asia (IDA & IBRD countries) aggregate.,2019,1.516567865
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,Sub-Saharan Africa (IDA & IBRD countries) aggregate.,2015,0.77596404
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,Sub-Saharan Africa (IDA & IBRD countries) aggregate.,2016,0.767253605
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,Sub-Saharan Africa (IDA & IBRD countries) aggregate.,2017,0.754406827
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,Sub-Saharan Africa (IDA & IBRD countries) aggregate.,2018,0.743527309
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,Sub-Saharan Africa (IDA & IBRD countries) aggregate.,2019,0.744174678
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,,2015,15.56557092
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,,2016,13.29158773
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,,2017,13.18584454
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,,2018,12.79283075
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,,2019,12.32285487
Tunisia,TUN,Middle East & North Africa,Lower middle income,,2015,2.726308867
Tunisia,TUN,Middle East & North Africa,Lower middle income,,2016,2.619440246
Tunisia,TUN,Middle East & North Africa,Lower middle income,,2017,2.620384095
Tunisia,TUN,Middle East & North Africa,Lower middle income,,2018,2.584476847
Tunisia,TUN,Middle East & North Africa,Lower middle income,,2019,2.557564208
Turkiye,TUR,Europe & Central Asia,Upper middle income,,2015,4.477175913
Turkiye,TUR,Europe & Central Asia,Upper middle income,,2016,4.692471511
Turkiye,TUR,Europe & Central Asia,Upper middle income,,2017,5.127196626
Turkiye,TUR,Europe & Central Asia,Upper middle income,,2018,5.000359011
Turkiye,TUR,Europe & Central Asia,Upper middle income,,2019,4.75658475
Tuvalu,TUV,East Asia & Pacific,Upper middle income,,2015,0.90098205
Tuvalu,TUV,East Asia & Pacific,Upper middle income,,2016,0.89031337
Tuvalu,TUV,East Asia & Pacific,Upper middle income,,2017,0.879894393
Tuvalu,TUV,East Asia & Pacific,Upper middle income,,2018,0.86918729
Tuvalu,TUV,East Asia & Pacific,Upper middle income,,2019,0.858000839
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,,2015,0.227066833
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,,2016,0.21112464
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,,2017,0.216427465
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,,2018,0.213092987
Tanzania,TZA,Sub-Saharan Africa,Lower middle income,,2019,0.21463496
Uganda,UGA,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2015,0.123477949
Uganda,UGA,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).  

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to 1960-2009. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",2016,0.12484497
